id,type,owner,reporter,milestone,status,resolution,summary,description,PosixTime,ModifiedTime,priority
2224,defect,jladd,jsquyres,Open MPI 1.6.6,assigned,,loop_spawn IBM test hanging,"On the trunk and v1.5 branches (r22536), the IBM test loop_spawn is hanging.  The exact iteration on which it hangs is nondeterministic; it hangs for me somewhere around iteration 200.

I'm running on 2 Linux 4-core nodes thusly:

```
$ mpirun -np 3 -bynode loop_spawn
parent: MPI_Comm_spawn #0 return : 0
parent: MPI_Comm_spawn #20 return : 0
parent: MPI_Comm_spawn #40 return : 0
parent: MPI_Comm_spawn #60 return : 0
parent: MPI_Comm_spawn #80 return : 0
parent: MPI_Comm_spawn #100 return : 0
parent: MPI_Comm_spawn #120 return : 0
parent: MPI_Comm_spawn #140 return : 0
parent: MPI_Comm_spawn #160 return : 0
[...hang...]
```

Note that this does ''not'' happen on the v1.4 branch; the test seems to work fine there.  This suggests that something has changed on the trunk/v1.5 that caused the problem.

  '''SIDENOTE:''' It is worth noting that if using the openib BTL with this test on the v1.4 branch, the test fails much later (i.e., around iteration 1300 for me) because of what looks like a problem in the openib BTL; see https://svn.open-mpi.org/trac/ompi/ticket/1928.

I was unable to determine ''why'' it was hanging.  The BT from 2 of the 3 parent children appears to be nearly the same:

```
(gdb) bt
#0  0x0000002a9625590c in epoll_wait () from /lib64/tls/libc.so.6
#1  0x0000002a95a7016c in epoll_dispatch (base=0x519f20, arg=0x519db0,
    tv=0x7fbfffd110) at epoll.c:210
#2  0x0000002a95a6d83b in opal_event_base_loop (base=0x519f20, flags=2)
    at event.c:823
#3  0x0000002a95a6d568 in opal_event_loop (flags=2) at event.c:746
#4  0x0000002a95a49cb2 in opal_progress () at runtime/opal_progress.c:189
#5  0x0000002a958d458f in orte_grpcomm_base_allgather_list (
    names=0x7fbfffd410, sbuf=0x7fbfffd2e0, rbuf=0x7fbfffd280)
    at base/grpcomm_base_allgather.c:155
#6  0x0000002a958d5535 in orte_grpcomm_base_full_modex (procs=0x7fbfffd410,
    modex_db=true) at base/grpcomm_base_modex.c:115
#7  0x0000002a969fb470 in modex (procs=0x7fbfffd410)
    at grpcomm_bad_module.c:607
#8  0x0000002a9d418f67 in connect_accept (comm=0x5012e0, root=0,
    port_string=0x7fbfffd590 """", send_first=false, newcomm=0x7fbfffd990)
    at dpm_orte.c:375
#9  0x0000002a956c909a in PMPI_Comm_spawn (
    command=0x7fbfffda00 ""./loop_child"", argv=0x0, maxprocs=1, info=0x5016e0,
    root=0, comm=0x5012e0, intercomm=0x7fbfffdc20,
    array_of_errcodes=0x7fbfffdc38) at pcomm_spawn.c:126
#10 0x0000000000400c86 in main (argc=1, argv=0x7fbfffdd28) at loop_spawn.c:34
(gdb) 
```

Here's a bt from one of the two children:

```
(gdb) bt
#0  0x0000002a9623df89 in sched_yield () from /lib64/tls/libc.so.6
#1  0x0000002a95a49d0d in opal_progress () at runtime/opal_progress.c:220
#2  0x0000002a958d458f in orte_grpcomm_base_allgather_list (
    names=0x7fbfffd7a0, sbuf=0x7fbfffd670, rbuf=0x7fbfffd610)
    at base/grpcomm_base_allgather.c:155
#3  0x0000002a958d5535 in orte_grpcomm_base_full_modex (procs=0x7fbfffd7a0,
    modex_db=true) at base/grpcomm_base_modex.c:115
#4  0x0000002a969fb470 in modex (procs=0x7fbfffd7a0)
    at grpcomm_bad_module.c:607
#5  0x0000002a97673f67 in connect_accept (comm=0x5016d0, root=0,
    port_string=0x674a60 ""4103012352.0;tcp://172.29.218.140:55452;tcp://10.10.2\
0.250:55452;tcp://10.10.30.250:55452+4103012353.0;tcp://172.29.218.202:54128;tc\
p://10.10.20.202:54128;tcp://10.10.30.202:54128:562"", send_first=true,
    newcomm=0x7fbfffd940) at dpm_orte.c:375
#6  0x0000002a97675f27 in dyn_init () at dpm_orte.c:946
#7  0x0000002a956ae7f0 in ompi_mpi_init (argc=1, argv=0x7fbfffdc78,
    requested=0, provided=0x7fbfffdb48) at runtime/ompi_mpi_init.c:846
#8  0x0000002a956d5fd1 in PMPI_Init (argc=0x7fbfffdb9c, argv=0x7fbfffdb90)
    at pinit.c:84
#9  0x0000000000400b14 in main (argc=1, argv=0x7fbfffdc78) at loop_child.c:17
(gdb) 
```

So they all appear to be in a modex.  Beyond that, I am unfamiliar with this portion of the code base...",1265229800,1383174464,major
2247,defect,bosilca,jedbrown,Open MPI 1.6.6,reopened,,Valgrind null pointer dereference in MPI_Allgatherv with count=0,"I think I have reduced this as far as possible.

```
$ mpicc -O0 -g3 -Wall -Wextra agv.c
$ mpiexec -n 3 valgrind ./a.out >& ompi.n3.log
$ ompi_info > ompi.info
$ uname -a
Linux kunyang 2.6.32-ARCH #1 SMP PREEMPT Fri Jan 29 09:10:49 CET 2010 x86_64 Intel(R) Core(TM)2 Duo CPU P8700 @ 2.53GHz GenuineIntel GNU/Linux
```",1265756908,1349722101,major
2295,defect,jladd,jsquyres,Open MPI 1.8.4,assigned,,Another hang when running out of registered memory,"This is related to, but different from, #2155 and #2157.

Steve Wise discovered a new and 23% more fun situation that can cause a deadlock when running out of registered memory (#2155 is potentially a problem in ob1).  In Steve's situation, if he runs IMB at ppn=2, all works fine.  If he runs at ppn=3, he hangs.  The bt for a hung process is really, really deep (see below).

What's happening is that the RDMA CM CPC is calling cpc_complete() in the upper layer to indicate that a new incoming connection has completed.  The upper layer calls FREE_LIST_WAIT to get some receive buffers.  In the depths of FREE_LIST_WAIT, we allocate the memory and then try to ibv_reg_mr() it (i.e., in mpool_rdma_module.c:register_cache_bypass() we call mpool_rdma->resources.register_mem(), which calls ibv_reg_mr).  If that fails, we return !=OMPI_SUCCESS, which then causes the mpool to block on a condition_wait.

We then call opal_progress(), which allows another RDMA CM incoming connection to complete and try to progress.  It, too, calls FREE_LIST_WAIT to try to get buffers, and fails in the same way (ibv_reg_mr() fails).  This can keep happening until no more incoming connections complete.

The recursion is not really the issue here -- the problem is that we call FREE_LIST_WAIT for buffers that may not be available, and therefore we block.  Yoinks.

I guess we need to add another state to _cpc_complete() such that if we can't get buffers immediately, keep the endpoint in the CONNECTING state and just try again next time.

Pasha -- is this handled better in ofacm, perchance?

Here's the bt of a hung process, just for giggles:

```
(gdb) bt
#0  internal driver call
#1  internal driver call
#2  0x00007fb6ebdaac13 in ibv_poll_cq (cq=0x6db770, num_entries=1, wc=0x7fff4b69faa0)
    at /usr/include/infiniband/verbs.h:934
#3  0x00007fb6ebdaaaa0 in poll_device (device=0x6a34a0, count=0)
    at btl_openib_component.c:3056
#4  0x00007fb6ebdab146 in progress_one_device (device=0x6a34a0)
    at btl_openib_component.c:3186
#5  0x00007fb6ebdab1ef in btl_openib_component_progress () at btl_openib_component.c:3211
#6  0x00007fb6ee939fdc in opal_progress () at runtime/opal_progress.c:207
#7  0x00007fb6ebdb0214 in opal_condition_wait (c=0x6b3218, m=0x6b31b0)
    at ../../../../opal/threads/condition.h:99
#8  0x00007fb6ebdaff0d in __ompi_free_list_wait (fl=0x6b30e8, item=0x7fff4b69fc68)
    at ../../../../ompi/class/ompi_free_list.h:263
#9  0x00007fb6ebdafc13 in post_recvs (ep=0x6ca900, qp=0, num_post=256)
    at btl_openib_endpoint.h:308
#10 0x00007fb6ebdaf9d4 in mca_btl_openib_endpoint_post_rr_nolock (ep=0x6ca900, qp=0)
    at btl_openib_endpoint.h:352
#11 0x00007fb6ebdaf7d3 in mca_btl_openib_endpoint_post_recvs (endpoint=0x6ca900)
    at btl_openib_endpoint.c:482
#12 0x00007fb6ebdb07a4 in mca_btl_openib_endpoint_cpc_complete (endpoint=0x6ca900)
    at btl_openib_endpoint.c:567
#13 0x00007fb6ebdcc1e0 in local_endpoint_cpc_complete (context=0x6ca900)
    at connect/btl_openib_connect_rdmacm.c:1073
#14 0x00007fb6ebdbcaaf in main_pipe_cmd_call_function (cmd=0x7fff4b69fdd0)
    at btl_openib_fd.c:328
#15 0x00007fb6ebdbd3bc in main_thread_event_callback (fd=10, opal_event=2, context=0x0)
#16 0x00007fb6ee95f08e in event_process_active (base=0x628510) at event.c:686
#17 0x00007fb6ee95f5e4 in opal_event_base_loop (base=0x628510, flags=2) at event.c:855
#18 0x00007fb6ee95f29f in opal_event_loop (flags=2) at event.c:766
#19 0x00007fb6ee939fb4 in opal_progress () at runtime/opal_progress.c:189
#20 0x00007fb6ebdb0214 in opal_condition_wait (c=0x6b3218, m=0x6b31b0)
    at ../../../../opal/threads/condition.h:99
#21 0x00007fb6ebdaff0d in __ompi_free_list_wait (fl=0x6b30e8, item=0x7fff4b69ff88)
    at ../../../../ompi/class/ompi_free_list.h:263
#22 0x00007fb6ebdafc13 in post_recvs (ep=0x6c9f80, qp=0, num_post=256)
    at btl_openib_endpoint.h:308
#23 0x00007fb6ebdaf9d4 in mca_btl_openib_endpoint_post_rr_nolock (ep=0x6c9f80, qp=0)
    at btl_openib_endpoint.h:352
#24 0x00007fb6ebdaf7d3 in mca_btl_openib_endpoint_post_recvs (endpoint=0x6c9f80)
    at btl_openib_endpoint.c:482
#25 0x00007fb6ebdb07a4 in mca_btl_openib_endpoint_cpc_complete (endpoint=0x6c9f80)
    at btl_openib_endpoint.c:567
#26 0x00007fb6ebdcc1e0 in local_endpoint_cpc_complete (context=0x6c9f80)
    at connect/btl_openib_connect_rdmacm.c:1073
#27 0x00007fb6ebdbcaaf in main_pipe_cmd_call_function (cmd=0x7fff4b6a00f0)
    at btl_openib_fd.c:328
#28 0x00007fb6ebdbd3bc in main_thread_event_callback (fd=10, opal_event=2, context=0x0)
    at btl_openib_fd.c:489
#29 0x00007fb6ee95f08e in event_process_active (base=0x628510) at event.c:686
#30 0x00007fb6ee95f5e4 in opal_event_base_loop (base=0x628510, flags=2) at event.c:855
#31 0x00007fb6ee95f29f in opal_event_loop (flags=2) at event.c:766
#32 0x00007fb6ee939fb4 in opal_progress () at runtime/opal_progress.c:189
#33 0x00007fb6ebdb0214 in opal_condition_wait (c=0x6b3218, m=0x6b31b0)
#34 0x00007fb6ebdaff0d in __ompi_free_list_wait (fl=0x6b30e8, item=0x7fff4b6a02a8)
    at ../../../../ompi/class/ompi_free_list.h:263
#35 0x00007fb6ebdafc13 in post_recvs (ep=0x6c9600, qp=0, num_post=256)
    at btl_openib_endpoint.h:308
#36 0x00007fb6ebdaf9d4 in mca_btl_openib_endpoint_post_rr_nolock (ep=0x6c9600, qp=0)
    at btl_openib_endpoint.h:352
#37 0x00007fb6ebdaf7d3 in mca_btl_openib_endpoint_post_recvs (endpoint=0x6c9600)
    at btl_openib_endpoint.c:482
#38 0x00007fb6ebdb07a4 in mca_btl_openib_endpoint_cpc_complete (endpoint=0x6c9600)
    at btl_openib_endpoint.c:567
#39 0x00007fb6ebdcc1e0 in local_endpoint_cpc_complete (context=0x6c9600)
    at connect/btl_openib_connect_rdmacm.c:1073
#40 0x00007fb6ebdbcaaf in main_pipe_cmd_call_function (cmd=0x7fff4b6a0410)
    at btl_openib_fd.c:328
#41 0x00007fb6ebdbd3bc in main_thread_event_callback (fd=10, opal_event=2, context=0x0)
    at btl_openib_fd.c:489
#42 0x00007fb6ee95f08e in event_process_active (base=0x628510) at event.c:686
#43 0x00007fb6ee95f5e4 in opal_event_base_loop (base=0x628510, flags=2) at event.c:855
#44 0x00007fb6ee95f29f in opal_event_loop (flags=2) at event.c:766
#45 0x00007fb6ee939fb4 in opal_progress () at runtime/opal_progress.c:189
#46 0x00007fb6ebdb0214 in opal_condition_wait (c=0x6b3218, m=0x6b31b0)
    at ../../../../opal/threads/condition.h:99
#47 0x00007fb6ebdaff0d in __ompi_free_list_wait (fl=0x6b30e8, item=0x7fff4b6a05c8)
    at ../../../../ompi/class/ompi_free_list.h:263
#48 0x00007fb6ebdafc13 in post_recvs (ep=0x6c8300, qp=0, num_post=256)
    at btl_openib_endpoint.h:308
#49 0x00007fb6ebdaf9d4 in mca_btl_openib_endpoint_post_rr_nolock (ep=0x6c8300, qp=0)
#50 0x00007fb6ebdaf7d3 in mca_btl_openib_endpoint_post_recvs (endpoint=0x6c8300)
    at btl_openib_endpoint.c:482
#51 0x00007fb6ebdb07a4 in mca_btl_openib_endpoint_cpc_complete (endpoint=0x6c8300)
    at btl_openib_endpoint.c:567
#52 0x00007fb6ebdcc1e0 in local_endpoint_cpc_complete (context=0x6c8300)
    at connect/btl_openib_connect_rdmacm.c:1073
#53 0x00007fb6ebdbcaaf in main_pipe_cmd_call_function (cmd=0x7fff4b6a0730)
    at btl_openib_fd.c:328
#54 0x00007fb6ebdbd3bc in main_thread_event_callback (fd=10, opal_event=2, context=0x0)
    at btl_openib_fd.c:489
#55 0x00007fb6ee95f08e in event_process_active (base=0x628510) at event.c:686
#56 0x00007fb6ee95f5e4 in opal_event_base_loop (base=0x628510, flags=2) at event.c:855
#57 0x00007fb6ee95f29f in opal_event_loop (flags=2) at event.c:766
#58 0x00007fb6ee939fb4 in opal_progress () at runtime/opal_progress.c:189
#59 0x00007fb6ec202226 in opal_condition_wait (c=0x7fb6ef1a53e0, m=0x7fb6ef1a5440)
    at ../../../../opal/threads/condition.h:99
#60 0x00007fb6ec20206b in ompi_request_wait_completion (req=0x6c6b00)
    at ../../../../ompi/request/request.h:377
#61 0x00007fb6ec201f54 in mca_pml_ob1_recv (addr=0x7fff4b6a0a0c, count=1,
    datatype=0x6100e0, src=3, tag=1000, comm=0x6116e0, status=0x7fff4b6a09e0)
    at pml_ob1_irecv.c:104
#62 0x00007fb6eeef6553 in PMPI_Recv (buf=0x7fff4b6a0a0c, count=1, type=0x6100e0, source=3,
    tag=1000, comm=0x6116e0, status=0x7fff4b6a09e0) at precv.c:78
#63 0x0000000000403d58 in IMB_init_communicator ()
#64 0x00000000004034c4 in main ()
```",1266870644,1357587545,critical
2330,enhancement,jjhursey,jjhursey,Future,new,,BLCR CRS component should use restart API when available,"Recent versions of BLCR have a restart API that alleviates the need to ```exec()``` the ```cr_restart``` binary from ```opal-restart```. We should check for the existance of this API, and use it when available.

Per a conversation on the users list:

[http://www.open-mpi.org/community/lists/users/2010/03/12228.php]",1267652010,1267652010,minor
2352,defect,,cyeoh,Open MPI 1.8.4,new,,segmentation fault in  mca_btl_openib_alloc,"A segfault can occur in mca_btl_openib_alloc can occur if mca_btl_openib_component.send_free_coalesced is not set high enough and there are sufficient numbers of busy threads.

This is an example backtrace:

```
(gdb) bt
#0  show_stackframe (signo=11, info=0x400113dcee8, p=0x400113dc910) at stacktrace.c:381
#1  <signal handler called>
#2  0x00000400006c72f8 in mca_btl_openib_alloc (btl=0x1003c810, ep=0x10154f50, order=255 '�', size=18, flags=3)
    at btl_openib.c:948
#3  0x00000400006caf6c in mca_btl_openib_sendi (btl=0x1003c810, ep=0x10154f50, convertor=0x4002d9d3c40, header=0x400113dd410, 
    header_size=14, payload_size=4, order=255 '�', flags=3, tag=65 'A', descriptor=0x400113dd3e8) at btl_openib.c:1529
#4  0x0000040000671a74 in mca_bml_base_sendi (bml_btl=0x10156260, convertor=0x4002d9d3c40, header=0x400113dd410, header_size=14, 
    payload_size=4, order=255 '�', flags=3, tag=65 'A', descriptor=0x400113dd3e8) at ../../../../ompi/mca/bml/bml.h:304
#5  0x00000400006716e0 in mca_pml_ob1_send_request_start_copy (sendreq=0x4002d9d3b80, bml_btl=0x10156260, size=4)
    at pml_ob1_sendreq.c:460
#6  0x0000040000661b38 in mca_pml_ob1_send_request_start_btl (sendreq=0x4002d9d3b80, bml_btl=0x10156260) at pml_ob1_sendreq.h:370
#7  0x0000040000661818 in mca_pml_ob1_send_request_start (sendreq=0x4002d9d3b80) at pml_ob1_sendreq.h:436
#8  0x00000400006615b8 in mca_pml_ob1_isend (buf=0x400113de168, count=1, datatype=0x40000315728, dst=0, tag=42, 
    sendmode=MCA_PML_BASE_SEND_STANDARD, comm=0x4002d4fc150, request=0x400113de7a8) at pml_ob1_isend.c:87
#9  0x00000400001284d8 in PMPI_Isend (buf=0x400113de168, count=1, type=0x40000315728, dest=0, tag=42, comm=0x4002d4fc150, 
    request=0x400113de7a8) at pisend.c:84
#10 0x0000000010002b80 in cancel (thr_num=0x1015974c) at mt_misc.c:480
#11 0x00000080cde3bc98 in .start_thread () from /lib64/power6/libpthread.so.0
#12 0x00000080cdc7fb48 in .__clone () from /lib64/power6/libc.so.6
Backtrace stopped: previous frame inner to this frame (corrupt stack?)
(gdb) frame 2
#2  0x00000400006c72f8 in mca_btl_openib_alloc (btl=0x1003c810, ep=0x10154f50, order=255 '�', size=18, flags=3)
    at btl_openib.c:948
948	    cfrag->send_frag = sfrag;
(gdb) p cfrag
$1 = (mca_btl_openib_coalesced_frag_t *) 0x0
(gdb) list
943	    if(NULL == sfrag)
944	        return ib_frag_alloc((mca_btl_openib_module_t*)btl, size, order, flags);
945	
946	    /* begin coalescing message */
947	    cfrag = alloc_coalesced_frag();
948	    cfrag->send_frag = sfrag;
949	
950	    /* fix up new coalescing header if this is the first coalesced frag */
951	    if(sfrag->hdr != sfrag->chdr) {
952	        mca_btl_openib_control_header_t *ctrl_hdr;
```

Essentially alloc_coalesced_frag can return NULL if the free list is empty.  I'd like some suggestions on the correct way to fix this:

- Rather than segfault we could assert with a message suggesting increasing the value of mca_btl_openib_component.send_free_coalesced

- wait until there is an item placed back on the free list but I don't think we're really meant to block in this code patch (called through sendi)

Can someone suggest a better solution?",1269305239,1349885616,major
2368,defect,shiqing,balay,Future,assigned,,Error with using MPI_COMM_NULL on windows.,"This issue came up when a PETSc user attempted to use it with OpenMPI on windows. The following code compiles fine on linux - but not on windows with C [tested with MS VisualStudio 2008, PETSc user tested with intel C 10.1].

However c++ compile goes through fine. It appears the 'dllinport' in the following definition appears to be the trigger for this error.

```
__declspec(dllimport) extern struct ompi_predefined_communicator_t ompi_mpi_comm_null;
```

The following is the test code - and the corresponding errors.

```
Satish Balay@vb-xp /cygdrive/z
$ cat com.c
#include ""mpi.h""
#include ""stdio.h""

MPI_Comm comm = MPI_COMM_NULL;

int main( int argc, char *argv[])
{
  int size;

  MPI_Init(&argc,&argv);
  if (comm == MPI_COMM_NULL) {
    comm = MPI_COMM_WORLD;
  }
  MPI_Comm_size(comm,&size);
  printf(""size: %d\n"",size);
  MPI_Finalize();
  return 0;
}
Satish Balay@vb-xp /cygdrive/z
$ cl /c com.c  /Ic:/balay/soft/openmpi-1.4.1/include
Microsoft (R) 32-bit C/C++ Optimizing Compiler Version 15.00.30729.01 for 80x86
Copyright (C) Microsoft Corporation.  All rights reserved.

com.c
com.c(4) : error C2099: initializer is not a constant

Satish Balay@vb-xp /cygdrive/z
$ cl -TP -EHsc /c com.c  /Ic:/balay/soft/openmpi-1.4.1/include
Microsoft (R) 32-bit C/C++ Optimizing Compiler Version 15.00.30729.01 for 80x86
Copyright (C) Microsoft Corporation.  All rights reserved.

com.c

Satish Balay@vb-xp /cygdrive/z
$
```
",1270172806,1349197773,major
2383,defect,jsquyres,jsquyres,Open MPI 1.9,new,,TCP BTL and OOB need to reject non-OMPI connections,"As reported by Ake, there are real-world cases where the TCP BTL and/or OOB are accepting random incoming TCP connections (e.g., port scanners).  At best, this causes OMPI to crash, and at worst, it causes undefined behavior.  Ouch!

    http://www.open-mpi.org/community/lists/users/2010/04/12635.php

I have some fixes for the TCP BTL as part of https://svn.open-mpi.org/trac/ompi/ticket/2045 (e.g., a magic string exchange during TCP connect/accept to verify validity/compatibility of peers), but I haven't finished debugging / hardening up that mercurial branch to bring into the SVN trunk.  It seems like at least a similar magic key exchange as part of the OOB TCP would also be helpful here.",1271332030,1395025929,major
2397,defect,jjhursey,jjhursey,Open MPI 1.8.4,new,,Various CRCP bkmrk Fixes,"A user on the devel list (Takayuki Seki) has brought forward a series of possible bugs with the CRCP bkmrk component. It will likely take a little while to address them all, but this ticket serves as a place to keep track of the progress.

The mail messages are listed below:
 * [http://www.open-mpi.org/community/lists/devel/2010/03/7570.php (1)]
 * [http://www.open-mpi.org/community/lists/devel/2010/03/7571.php (2)]
 * [http://www.open-mpi.org/community/lists/devel/2010/03/7581.php (3)]
 * [http://www.open-mpi.org/community/lists/devel/2010/03/7582.php (4)]
 * [http://www.open-mpi.org/community/lists/devel/2010/03/7630.php (5)]
 * [http://www.open-mpi.org/community/lists/devel/2010/03/7631.php (6)]
 * [http://www.open-mpi.org/community/lists/devel/2010/03/7632.php (7)]
 * [http://www.open-mpi.org/community/lists/devel/2010/03/7681.php (8)]
 * [http://www.open-mpi.org/community/lists/devel/2010/04/7686.php (9)]
 * [http://www.open-mpi.org/community/lists/devel/2010/04/7687.php (10)]
 * [http://www.open-mpi.org/community/lists/devel/2010/04/7688.php (11)]",1272634158,1291127508,major
2399,defect,,rhc,Future,new,,Parent job should get a callback when comm_spawned job completes,"We currently rely on communicator disconnect for informing a parent that a comm_spawned job is done. ORTE knows when the child terminates, either normally or not, but has no way to communicate that back to the parent job.

Jeff and I talked very briefly about it and suggest:

* check to ensure this is the current case

* provide a mechanism for ORTE to call a provided callback fn to alert the parent job of child job termination and exit status
",1272895353,1294749402,critical
2400,defect,rhc,jsquyres,Open MPI 1.8.4,assigned,,rsh plm rsh/ksh code may need update...?,"Per thread on devel list starting here:

    http://www.open-mpi.org/community/lists/devel/2010/04/7841.php

There may be an issue with sh/ksh code in the plm rsh module.  This code hasn't changed in years; it bears careful scrutiny before modifying (but then again, perhaps we've all been testing the bash code paths -- not the ""pure"" sh/ksh code paths...?).  

Waiting for a suggestion on better sh/ksh command line syntax and/or a patch from the reporter before continuing, but filing this bug so that it shows up on the 1.4 series issue list.",1272895485,1386946160,minor
